clean_content,sentiment,label,score,text_length,word_count,at,thumbsUpCount,reviewCreatedVersion,appVersion
ngebug eror jaringan susah tapi giliran buka aps lain lancar,negatif,0,1,60,10,2026-04-26 03:25:49,1,,
mantap walaupun lag,positif,2,5,19,3,2025-12-14 12:22:22,0,409.0.0.48.170,409.0.0.48.170
terkena erorr tidak dapat memuat ulang berita bertukar pesan melihat story dan fitur lainnya,negatif,0,1,92,14,2026-04-26 01:07:20,1,,
mantap bro,netral,1,4,10,2,2026-04-18 07:46:14,0,425.0.0.47.61,425.0.0.47.61
tolong dong adain fitur siapa yang ga follback kita banyak fitur baru tapi kaya kurang manfaat sii foto instan selbihnya udah oke si,netral,1,4,132,23,2026-05-22 01:28:30,0,430.0.0.53.80,430.0.0.53.80
aplikasi yg dpt diandalkan,netral,1,4,26,4,2026-04-07 07:52:30,0,423.0.0.47.66,423.0.0.47.66
hallo instagram tolong perbaiki bugnya ya soalnya pesan saya kadang ilang gak tau ntah kemana,netral,1,3,93,15,2026-02-15 12:52:18,0,416.0.0.47.66,416.0.0.47.66
sebenernya instagram ini udah bagus dan makin canggih dengan fitur fitur terbarunya tapiii di hp ku gak bisa update lagi kaya fitur bagikan ke story whatsapp tuh gak bisa aja sampe sekarang ditambah tampilan dm ku lemot bangettt muter terus gak bisa dibuka padahal koneksi aman mohon diperbaiki dan kasih solusi terima kasih,netral,1,4,324,53,2026-02-26 00:47:48,1,333.0.0.42.91,333.0.0.42.91
lopyuuu,positif,2,5,7,1,2025-12-17 14:57:57,0,,
nggak bisa log in,negatif,0,1,17,4,2026-03-16 05:35:11,0,,
bug nya di benerin dong masa login doang ga bisa,negatif,0,1,48,10,2026-04-25 07:01:07,0,404.0.0.48.76,404.0.0.48.76
banyak bug di filter efeck,netral,1,2,26,5,2026-04-23 00:08:11,0,425.0.0.47.61,425.0.0.47.61
sangat baik dan membuat saya banyak pengalaman,positif,2,5,46,7,2026-03-21 01:16:17,0,420.0.0.55.74,420.0.0.55.74
praktis dan ekonomis,positif,2,5,20,3,2026-03-12 10:06:03,0,278.0.0.22.117,278.0.0.22.117
sumpah ngeselin banget aplikasi nya makin kesini udh berulang kali di apus download lagi masih aja ga ngebug ga bisa masuk sama sekali akunya,negatif,0,1,141,24,2026-04-25 08:26:04,1,426.0.0.37.68,426.0.0.37.68
bagus bangett cuman pas di ganti fitur nya jadi aga ga suka aku beri bintang 5 aja dehh,positif,2,5,87,18,2025-12-19 14:14:12,0,,
baguss ajaa tapii kurangg update,positif,2,5,32,5,2026-05-10 07:27:57,0,,
ok lah,positif,2,5,6,2,2026-05-04 13:47:14,0,,
bintang 2 karena org yg aku sayang blokir ig aku pdhl kami masi berhubungan hanya karena pertengkaran tnpa adanya perselingkuhan dia tega blokir ig aku dan dia juga banyak sekali follow wanita lain sangat tidak menghargai aku sebagai pasangan nya,netral,1,2,246,40,2026-02-23 03:09:55,0,417.0.0.54.77,417.0.0.54.77
mmm bguss buat cri cuan dri sni mksii yaa mkasiiii,positif,2,5,50,10,2026-03-17 19:05:15,0,361.0.0.46.88,361.0.0.46.88
ngeselin gbs ngilangin saran teman karna ada barcode,netral,1,4,52,8,2026-05-02 04:39:21,0,,
bagus banget apknya saya sangat suka,positif,2,5,36,6,2026-04-10 17:45:01,0,,
ig ga bisa login sama sekali sampe sekarang,negatif,0,1,43,8,2026-02-05 16:05:52,0,,
ig nya suka lag gabisa dibuka kirain jaringan yang lag tapi pas buka tiktok sama apk lain lancar aja tolong dong diperbaiki lagi yang bener jangan kaya gini bikin orang emosi yang ada,negatif,0,1,183,33,2026-04-26 13:46:07,1,,
aplikasi favoritku,positif,2,5,18,2,2026-05-03 07:58:32,0,427.0.0.47.73,427.0.0.47.73
apk in bagus banget aku suka banget sama apk ini,positif,2,5,48,10,2026-04-04 05:18:35,0,278.0.0.22.117,278.0.0.22.117
well,positif,2,5,4,1,2026-05-08 12:26:25,0,,
ig akhir akhir ni error knpa ya jrigan bagus aja pdhl pke wifi emg binatang,negatif,0,1,75,15,2026-04-30 21:17:02,0,426.0.0.37.68,426.0.0.37.68
haram anj akun gua gabisa login padahal udh bner semua,negatif,0,1,54,10,2026-04-11 18:05:45,0,423.0.0.47.66,423.0.0.47.66
selebihnya udah bagus cuman ngak bisa live aja,netral,1,3,46,8,2026-01-28 12:22:38,0,413.0.0.41.84,413.0.0.41.84
tolong perbaiki bug glitch story fitur doang banyak bug glitch makin menjadi,negatif,0,1,76,12,2026-05-15 03:55:02,1,429.1.0.44.70,429.1.0.44.70
aplikasinya bagus tapi tolong dong di perbarui lagi masa mau ngedit video di tambah efek gitu terus pas di simpen efeknya malah ga ada tolong yaa di perbarui kaya dulu lagii waktu mau nambahin efek di video pas di simpen efeknya tetep ada,positif,2,5,238,43,2026-03-15 11:17:23,6,420.0.0.55.74,420.0.0.55.74
apk yang bagus bisa buat aploud media,positif,2,5,37,7,2026-02-03 00:29:28,0,414.0.0.40.83,414.0.0.40.83
kenapa instagram saya tak bisa live dan cari efek kamera,negatif,0,1,56,10,2025-12-09 07:38:14,1,407.0.0.55.243,407.0.0.55.243
bro ini dah di 2026 kamu masih ga mau menambahkan fitur edit komentar,netral,1,3,69,13,2026-01-22 17:56:20,0,,
sangat berguna untuk saya,positif,2,5,25,4,2026-05-22 08:51:43,0,,
bagus semoga banyak peningktan dan update nya dan klo bisa sih tmbahin fitur pnghemat data nya,positif,2,5,94,16,2026-02-19 09:53:19,0,,
platform media yang sangat baik di fungsikan,positif,2,5,44,7,2026-03-02 12:49:24,0,,
bagus stlh update jdi lebih baik ga kayak sblumnya jdikan pembelajaran ya,netral,1,4,73,12,2026-05-01 12:44:04,2,256.0.0.18.105,256.0.0.18.105
eh bujang ini ig kenapa kaga bisa dibuka loding nya lama bener pas buka tiktok lancar perbaiki dulu itu lah,negatif,0,1,107,20,2026-04-27 14:27:17,0,426.0.0.37.68,426.0.0.37.68
filter filter nya kembalikn lagi dong min kya yang dulu udh bagus malah banyak yang diilangin sama banyak bug aplikasi nya semakin berat tolong min notis dong moga di kembalikan kya dlu lagi instagram nya filter nya smkin banyak dan bagus bagus kya dulu,negatif,0,1,253,44,2026-04-06 12:15:49,0,,
tolong kembalikan dana 42 380 saya tiba langganan otomatis saya juga tidak pernah melakukan transaksi seperti ini,negatif,0,1,113,17,2025-12-03 22:34:15,0,403.0.0.49.74,403.0.0.49.74
harusnya untuk update diratakan semua,netral,1,3,37,5,2026-04-11 03:11:58,0,,
ini gmn si ko susah login,netral,1,3,25,6,2026-04-24 05:32:17,0,183.0.0.40.116,183.0.0.40.116
untuk saat ne aman aja dan jgn selalu di blokir,netral,1,3,47,10,2026-03-19 15:50:19,0,421.0.0.51.66,421.0.0.51.66
fix satu bug muncul bug lain let s improve better,netral,1,3,49,10,2025-12-10 15:25:33,0,,
kenapa sekarang tidak dapat live kalo belum 1k followers,netral,1,3,56,9,2025-12-11 07:06:01,0,,
suka banget sama aplikasi ini,positif,2,5,29,5,2026-04-02 12:18:31,0,,
aplikasi nya keren,positif,2,5,18,3,2026-01-04 19:16:25,0,402.0.0.49.70,402.0.0.49.70
luar biasa amazing excellent,positif,2,5,28,4,2026-01-04 03:51:45,0,410.1.0.63.71,410.1.0.63.71
buat vc ngga bisa di pake efek nya,negatif,0,1,34,8,2026-01-18 07:56:42,0,412.0.0.35.87,412.0.0.35.87
tolong perbaiki ig sekarang lemot banget padahal jaringan lagi cepet dan bagus tolong perbaiki,netral,1,4,94,14,2026-04-27 12:38:00,8,,
setelah update malah jd kacau,negatif,0,1,29,5,2026-04-19 13:13:16,0,191.1.0.41.124,191.1.0.41.124
mantab sekali,positif,2,5,13,2,2025-12-12 03:37:31,0,,
masa video saya gak ada yang fyp sih,positif,2,5,36,8,2026-04-10 01:45:24,0,423.0.0.47.66,423.0.0.47.66
setelah di update justru malah gak bisa dibuka,negatif,0,1,46,8,2026-04-26 13:41:10,0,16.0.0.13.90,16.0.0.13.90
boleh boleh ni aplikasi,positif,2,5,23,4,2026-04-02 12:47:08,0,332.0.0.38.90,332.0.0.38.90
ig gajelas tiba tiba banget ngikutin orang orang luar negara cape unfoll nya,negatif,0,1,76,13,2026-01-16 23:40:33,0,412.0.0.35.87,412.0.0.35.87
tolong dong ini kenapa ig nya ngebug kaya gini pdhal udah di perbarui pas saya mau msuk aplikasi malah kembali teruss,netral,1,2,117,21,2026-04-22 08:23:13,0,,
bagussss keren aplikasi nya,positif,2,5,27,4,2026-01-14 03:17:07,0,410.1.0.63.71,410.1.0.63.71
aku memberikan bintang tiga karena viewnya susah naik ke puluhan ribu dan puluhan juta dan fiturnya sudah ga seperti dulu bukannya tambah bagus malah kurang baik,netral,1,3,161,26,2026-03-22 00:51:30,0,,
udah 7tahun pake apk ini tapi tiba2 pas buka apk ada laporan sandi telah di ubah kalo diklik oke lanjut keakun lain dgn pemberitahuan yg sama tp kalo login pake perangkat lain tetap bisa masuk pake sandi lama tlg dong teman2 saya banyak jg yg ngalamin ini kemaren udh berhasil masuk di hp akun nya masih aja ngulang lg pemberitahuan itu tapi coba login diperangkat lain tetap masuk mohon di perbaiki karna bukan hanya saya yang merasakan sengaja kasih lima biar naik ke atas ulasan ini,positif,2,5,485,86,2025-12-20 10:20:04,35,410.1.0.63.71,410.1.0.63.71
wah bagus banget saya suka apk nya,positif,2,5,34,7,2026-03-20 16:28:08,0,421.0.0.51.66,421.0.0.51.66
alhamdulillah seneng penggunaan ig ini,positif,2,5,38,5,2026-02-03 12:12:35,0,414.0.0.40.83,414.0.0.40.83
kenapa tiba2 gak bisa pakai musik di story,negatif,0,1,42,8,2026-05-08 23:53:38,0,428.0.0.47.67,428.0.0.47.67
mudah dan menyenangkan,positif,2,5,22,3,2026-01-20 16:30:34,0,412.0.0.35.87,412.0.0.35.87
banyak ditemukan info terbaru kejadian motivasi wawasan dan berita2 viral pokoknya sangat membantu untuk menambah wawasan,positif,2,5,121,16,2026-04-25 04:44:24,0,426.0.0.37.68,426.0.0.37.68
aplikasi rusak jaringan cepat tapi kagak bisa memperbarui konten,negatif,0,1,64,9,2026-04-28 14:31:48,0,426.0.0.37.68,426.0.0.37.68
sekarang ga bisa nge follback gmana si ini,netral,1,3,42,8,2026-02-01 12:31:07,0,333.0.0.42.91,333.0.0.42.91
bagus dan akurst,positif,2,5,16,3,2026-02-17 02:47:28,0,416.0.0.47.66,416.0.0.47.66
bagus banget bisa menjadi apresiasi seseorang,positif,2,5,45,6,2025-12-24 13:43:15,0,,
bisa selalu terhubung dengan putraku di rantau berkat instagram,positif,2,5,63,9,2025-12-15 12:36:54,0,409.1.0.49.170,409.1.0.49.170
buaguss,positif,2,5,7,1,2026-01-19 13:20:48,0,,
apk lolot akun gua di ban mulu padahal g salah apa apa bahkan komen aja gapernah atau ngelakuin hal negatif lain gprnh aneh aneh plengerre,negatif,0,1,138,25,2026-05-03 07:36:51,0,,
kebanyakan aturan,negatif,0,1,17,2,2026-04-18 02:34:24,1,369.0.0.46.101,369.0.0.46.101
wah parah ig gw di suspend mlu aneh gw bintang 1 lu,negatif,0,1,51,12,2026-01-13 12:57:45,0,411.0.0.23.257,411.0.0.23.257
tidak bisa posting foto keterangan selalu tidak bisa memuat gambar ketika milih foto os android 10,positif,2,5,98,16,2026-05-16 02:53:49,48,429.1.0.44.70,429.1.0.44.70
biak sekali,positif,2,5,11,2,2026-02-11 03:03:40,0,414.0.0.40.83,414.0.0.40.83
terimakasih sudah selalu menemani kegabutan kami,positif,2,5,48,6,2026-04-23 22:38:19,0,,
baguss tapi kdng suka lag gtau ngapa,positif,2,5,36,7,2025-12-04 14:59:30,0,406.0.0.58.159,406.0.0.58.159
akhirnya di fixs juga untuk logout sendiri,positif,2,5,42,7,2026-05-12 14:28:45,0,428.0.0.47.67,428.0.0.47.67
twerbaik,positif,2,5,8,1,2026-04-20 11:23:39,1,425.0.0.47.61,425.0.0.47.61
skrg bnyak ngbug nya ni aplikasi sring banget mau buat sg pas udh ke unggah di liat malah hitam semua gambar nya pdhl pas ngedit msih ada foto ny,negatif,0,1,145,29,2026-04-02 07:04:59,0,401.0.0.8.79,401.0.0.8.79
i can t see what i type when i want to reply to other s comment the comment column is to low so the keyboard is blocking it fix it bro,negatif,0,1,134,31,2026-01-30 00:40:20,0,413.0.0.41.84,413.0.0.41.84
force close mulu aelahh hp gw juga masih kuat di software lain aplikasi bobrok,negatif,0,1,78,14,2026-02-12 08:47:33,0,,
kenapa kalau saya masukan link di komentar tida berwarna biru jadi kalau ada yang klik link ngga bisa kebuka ngga kaya yang di sebelah kalau ngasih link dikomentar warna biru jadi ketika ada yang klik langsung kebuka,positif,2,5,216,37,2025-12-21 03:06:20,3,410.1.0.63.71,410.1.0.63.71
teruntuk instagram aku kasih rating 2 bukan karena alasan tapi karena akunku di banned sebanyak 4 kali padahal akun pertama ku adalah akun lama tapi untuk akun lainnya masih baru tapi langsung di banned apa alasannya sih,netral,1,2,220,37,2026-04-26 23:24:33,1,426.0.0.37.68,426.0.0.37.68
gampang error,negatif,0,1,13,2,2026-04-28 09:04:00,0,,
tolong segera di perbaiki ig susah log in ketika liat reels atau beranda muter mulu padahal sinyal lancar stabil di beberapa apk lain dan ada sedikit bug,netral,1,3,153,27,2026-04-26 16:13:33,2,426.0.0.37.68,426.0.0.37.68
logout otomatis terus padahal ga ada perangkat lain yg terhubung,negatif,0,1,64,10,2025-12-06 06:12:03,2,408.0.0.51.78,408.0.0.51.78
kenapa gak bisa polow orang lain,netral,1,2,32,6,2026-04-20 06:52:41,0,387.1.0.34.85,387.1.0.34.85
dengan adanya instagram kita bisa menjadi lebih dekat dengan orang orang karna kita bisa dm dan lain lain pokonya bagus dehh instagram,positif,2,5,134,22,2026-03-07 23:36:13,0,,
buat kalo bosen,positif,2,5,15,3,2026-03-06 08:18:17,0,418.0.0.51.77,418.0.0.51.77
lebih bagus dan canggih dri sebelumnya,positif,2,5,38,6,2026-01-31 09:57:39,1,413.0.0.41.84,413.0.0.41.84
amplikasi yg mudah aman sangat menarik,positif,2,5,38,6,2026-04-25 04:43:16,0,,
setelah d perbarui malah gak bisa trbuka sangat mengecewakan,positif,2,5,60,9,2026-05-21 11:27:44,0,430.0.0.53.80,430.0.0.53.80
halo kenapa instagram tidak bisa login,negatif,0,1,38,6,2026-04-25 16:36:54,4,312.1.0.34.111,312.1.0.34.111
update dong biar kita tau siapa yg unfoll kitaa,netral,1,4,47,9,2026-03-06 13:32:17,1,417.0.0.54.77,417.0.0.54.77
aplikasi nya sangat bagus yang aplikasi begini nih yg sangat saya sukai mantap,positif,2,5,78,13,2025-12-07 10:11:23,3,408.0.0.51.78,408.0.0.51.78
kapan update biar aku dapat efek lampu kilat,netral,1,3,44,8,2026-04-29 12:44:20,0,427.0.0.47.73,427.0.0.47.73
akun instagram saya tiba tiba dinonaktifkan dan saya tidak mengetahui pelanggaran apa yang terjadi,negatif,0,1,98,14,2026-05-13 20:08:59,0,197.0.0.26.119,197.0.0.26.119
hi instagram tolong ya perbaiki entah itu bug atau apa tapi saya seringkali mendapati beranda dan reels itu tidak bisa dimuat ulang bahkan tidak bisa membalas pesan padahal sinyal saya bagus dan lancar saat membuka aplikasi lainnya overall instagram aplikasi yang cukup bagus untuk berinteraksi dan banyak reels menyenangkan juga yang bisa saya bagikan dengan teman teman saya jadi tolong ya segera diperbaiki daripada terus terusan men update fitur tidak jelas yang kurang diperlukan,netral,1,3,484,74,2026-04-27 15:47:55,0,348.0.0.46.105,348.0.0.46.105
aplikasi ini harus di download bagus banget,netral,1,4,43,7,2026-02-27 21:30:49,0,418.0.0.51.77,418.0.0.51.77
bagus tapi banyak bug,positif,2,5,21,4,2026-04-01 00:40:31,0,217.0.0.15.474,217.0.0.15.474
gua kalo bikin akun baru pasti ke banned mulu,negatif,0,1,45,9,2025-12-09 12:36:58,1,,
aplikasi sangat bagus,positif,2,5,21,3,2026-05-18 12:52:11,0,,
ig good nice,positif,2,5,12,3,2026-01-02 14:59:04,0,,
tau instagram makin ke sini makin gag jelas saya berkomentar tapi ngebuk nulis coment delay,negatif,0,1,91,15,2025-12-05 17:08:38,1,408.0.0.51.78,408.0.0.51.78
minta tolong untuk admin instgram hp saya hilang dan akun instagram saya masih ada tapi saya lupa kata sandi tolong kembalikan akun saya minta dukunganya,positif,2,5,153,25,2026-05-18 18:02:32,0,,
ini kok habis update malah gak bisa masuk gmna ceritanya inii,netral,1,2,61,11,2026-04-28 23:11:44,0,303.0.0.40.109,303.0.0.40.109
kenapa efek flash gabisa di pake di hp android hanya sekali pake aja setelah itu terjadi masalah,netral,1,4,96,17,2026-04-26 18:12:20,0,,
kenapa ig herorr uda download ulang tetap sama ajaaa benci bangett tolong di perbaiki,netral,1,2,85,14,2026-03-25 09:37:19,0,,
excellent customer service the team was responsive professional and exceeded our expectations highly recommend,positif,2,5,110,14,2026-03-28 07:24:08,0,419.0.0.49.71,419.0.0.49.71
ini mana sih kok ga bisa di buka,negatif,0,1,32,8,2026-04-25 06:01:43,0,,
thank you instagram love u,positif,2,5,26,5,2026-05-17 16:46:52,0,429.1.0.44.70,429.1.0.44.70
tambahkan fitur siapa aja orang yang suka stalking dong,positif,2,5,55,9,2026-04-21 15:06:29,0,425.0.0.47.61,425.0.0.47.61
tolong ini di perbaki instagram saya udh lama eror masa setiap buka apklikasi relog terus login aja nyampe ga bisa bisa ngestuck di logo bahsa indonesia nyampe sekarang ga bisa login,negatif,0,1,182,31,2026-04-28 03:34:15,1,426.0.0.37.68,426.0.0.37.68
sip sekali ini,positif,2,5,14,3,2026-03-22 10:56:22,0,,
tolong lah masalah mengikuti orang otomatis di atasi lah,negatif,0,1,56,9,2026-01-20 13:29:23,0,412.0.0.35.87,412.0.0.35.87
madepp gaull pokonamah keren asik aslinya,positif,2,5,41,6,2026-01-25 03:51:34,0,,
tidk mau di donlout,positif,2,5,19,4,2026-05-21 11:27:54,0,430.0.0.53.80,430.0.0.53.80
instagram bagus banget,positif,2,5,22,3,2026-03-26 22:31:43,0,,
seru cuman tolong jangan gampang ke bajak akun ku yg lama ilang sedih,positif,2,5,69,13,2026-01-05 14:33:39,0,407.0.0.55.243,407.0.0.55.243
fitur yang bisa mindahin feed ig gimana udah bisa secara meluruh belum pengen banget nata,netral,1,4,89,15,2026-03-06 08:31:30,0,,
nyari username orng terkadang gada,netral,1,4,34,5,2026-04-16 05:43:31,0,424.0.0.49.64,424.0.0.49.64
menyala banget,positif,2,5,14,2,2026-03-01 01:30:53,0,418.0.0.51.77,418.0.0.51.77
saya tidak suka aplikasi ini karena saya mengaplod poto poto nya blur banget,negatif,0,1,76,13,2026-02-18 13:19:29,0,,
please can you update it again or create a feature to delete the old bio because the old bio really needs to be deleted because it s very annoying to me,netral,1,4,152,31,2026-01-31 04:42:35,0,414.0.0.40.83,414.0.0.40.83
sosmed,positif,2,5,6,1,2026-02-12 21:26:08,0,416.0.0.47.66,416.0.0.47.66
aplikasinya lumayan bagus,netral,1,4,25,3,2026-05-07 07:09:34,0,427.0.0.47.73,427.0.0.47.73
ig sekarang kek sampah banyak iklan promosi di reels nya,negatif,0,1,56,10,2026-01-25 04:24:35,0,413.0.0.41.84,413.0.0.41.84
bagus untuk upload sudah lebih cepat dan ditail,positif,2,5,47,8,2026-05-19 19:03:22,0,430.0.0.53.80,430.0.0.53.80
kenapa akun saya ditangguhkan saya jarang upload jarang komentar,negatif,0,1,64,9,2025-12-21 14:29:49,0,410.1.0.63.71,410.1.0.63.71
iklan jualan di ig hampir semuanya penipuan,netral,1,2,43,7,2026-04-20 01:56:05,0,,
ini kenapa ig ngelag terus sih tolong dong di update masak ngelag terus padahal sinyal bagus,negatif,0,1,92,16,2026-04-27 09:41:02,3,426.0.0.37.68,426.0.0.37.68
potingan yang saya posting tiba tiba menghilang,negatif,0,1,47,7,2026-03-20 16:01:14,0,421.0.0.51.66,421.0.0.51.66
amising,positif,2,5,7,1,2026-05-06 23:23:16,0,,
ndbsa masukin akun ig,negatif,0,1,21,4,2025-12-04 10:11:52,0,408.0.0.51.78,408.0.0.51.78
oke lahh,positif,2,5,8,2,2026-02-22 01:06:15,0,417.0.0.54.77,417.0.0.54.77
pliss dong ini habis di update malah banyak bug nya kaya yang di menu ubah gaya nyobain filter nya gabisa,netral,1,2,105,20,2026-04-16 12:27:45,0,425.0.0.47.61,425.0.0.47.61
tolong adakan fitur vn di komentar instagram,positif,2,5,44,7,2026-05-18 06:29:30,0,428.0.0.47.67,428.0.0.47.67
instagram kenapa sii makin kesini gasalah apa apa akun ke banned terusss kecewaaaaa,negatif,0,1,83,13,2026-05-02 05:35:56,0,392.2.0.58.78,392.2.0.58.78
aplikasi sampah akun tidak bisa login padahal username sama password benar dan bisa login via browser,negatif,0,1,101,16,2026-02-07 16:12:24,0,,
sangat nagus,positif,2,5,12,2,2026-03-25 23:32:37,0,417.0.0.54.77,417.0.0.54.77
banyak erornya skrg tolong perbaiki lagi,negatif,0,1,40,6,2026-05-05 23:44:45,0,426.0.0.37.68,426.0.0.37.68
banyak sekali fitur fitur terbaru asikk,positif,2,5,39,6,2026-04-09 10:50:52,0,423.0.0.47.66,423.0.0.47.66
asu gabisa buat kirim pesan memuat doang sampe 2hari gabisa bisa,negatif,0,1,64,11,2026-04-18 10:12:20,0,425.0.0.47.61,425.0.0.47.61
gaa jelas tiba tiba suka keluar dari apilkasi dengan sendirinnyasss,negatif,0,1,67,10,2026-01-31 17:18:28,0,,
asli bug parahhhhhhhhhhhhhhhhh udah refresh berkali tetep ngga bisaaaa udah gati dr wifi ke data masih ngga bisaaaa ku uninstall 3x tetep aja woi,negatif,0,1,145,24,2026-04-29 12:31:40,0,426.0.0.37.68,426.0.0.37.68
tolong dong ig saya error padahal jaringan bagus,netral,1,4,48,8,2026-04-26 12:22:32,0,,
gimana sihh inii ngebug trs gajelas bnget,positif,2,5,41,7,2026-04-29 17:39:49,0,426.0.0.37.68,426.0.0.37.68
instrgamable elegan dan berkelas,positif,2,5,32,4,2026-02-20 13:51:28,0,416.0.0.47.66,416.0.0.47.66
aneh tiba2 semua instagram saya ditangguhkan uninstal aja lah lawak,negatif,0,1,67,10,2026-02-25 08:17:06,0,417.0.0.54.77,417.0.0.54.77
terlalu banyak iklan judi slot kalo iklan iklan lain masih oke tapi buat iklan slot ngga respek sii,negatif,0,1,99,18,2026-01-07 18:40:06,0,408.0.0.51.78,408.0.0.51.78
please kenapa ig ku eror di buka bisa tapi ga ada gambar kosong gitu gak bisa di buka kaya ga ada sinyal padahal sinyal bagus udah ku hapus trus di download ulang tetep ga bisa ku riset hpku trus coba ku buka lagi juga ga bisa ini gimana tolonggg udah hampir satu minggu gini terus,negatif,0,1,281,55,2026-04-27 13:30:07,5,426.0.0.37.68,426.0.0.37.68
pengajar fyp,positif,2,5,12,2,2025-12-29 19:57:36,0,410.1.0.63.71,410.1.0.63.71
g konsisten ada fitur yg bisa dipake org lain sedangkan sendiri enggak dan skrg g bisa sw reels,negatif,0,1,95,18,2026-05-07 20:11:54,0,428.0.0.47.67,428.0.0.47.67
mantan lah,positif,2,5,10,2,2026-05-02 14:00:12,0,,
banyak bgt bug skrg gajelas,negatif,0,1,27,5,2026-03-31 06:08:30,1,,
suka tiba tiba unfollow temen mulu parah banget bug nya ga terima banget gw,negatif,0,1,75,14,2026-03-31 10:55:03,0,311.0.0.32.118,311.0.0.32.118
masyaallah,positif,2,5,10,1,2026-03-28 02:28:51,0,419.0.0.49.71,419.0.0.49.71
ok ga bisa masuk,positif,2,5,16,4,2026-03-12 01:04:56,0,,
gara update igku jadi ga bisa buka sama sekali layar hitam terus gmn tuh ya,positif,2,5,75,15,2026-04-26 14:44:35,0,426.0.0.37.68,426.0.0.37.68
bagus bagat sih cuman efek nya gk terlalu cantikk,positif,2,5,49,9,2026-03-05 05:28:25,0,417.0.0.54.77,417.0.0.54.77
bagus ajah,positif,2,5,10,2,2026-04-12 09:13:28,0,,
sangat mudah digunakan n bermanfaat,positif,2,5,35,5,2026-01-02 14:08:49,0,,
matap dan lebih di kembangkan lgi,positif,2,5,33,6,2026-01-09 14:22:03,0,411.0.0.23.257,411.0.0.23.257
meta jangan oon oon lah jangan suspend akun orang ga jelas baru login udah ditangguhkan dikira ga cape apa bikin akun terus kalo mau di rate bintang 5 benerin tuh meta nya ai oon anjjr gausah suspend gajelas coba kalo mau suspend tuh akun yang udah jelas ngelanggar inimah ngelanggar aja engga tiba tiba ditangguhkan freak banget,negatif,0,1,329,57,2026-05-20 15:40:28,0,429.1.0.44.70,429.1.0.44.70
filter filter yang lama pada hilang tolong kembalikan filter filter yang lama agar lebih seru lagi,netral,1,2,98,16,2026-03-28 02:00:32,0,,
menghibur di waktu luang,netral,1,4,24,4,2026-03-29 12:49:21,0,,
sangat keren dan bermanfaat,positif,2,5,27,4,2026-03-19 12:58:40,0,,
jaringan gue stabil ga ada disuruh update juga tapi instagram gue ga bisa dibuka,negatif,0,1,80,14,2026-04-25 22:26:47,1,,
keren bisa untuk arsip dokumentasi kegiatan dan bisa mencari motivasi,positif,2,5,69,10,2026-04-10 02:06:44,0,,
ig gajelas,negatif,0,1,10,2,2026-04-16 15:16:53,0,,
instagram sekarang kacaw parah lagu di story bnyak yg tidak tersedia lagi aneh gajee,negatif,0,1,84,14,2025-12-04 15:53:24,0,408.0.0.51.78,408.0.0.51.78
sekarang ig ngebug banget mau login akun gak bisa katanya sandi salah pas mau verif lewat email pun ga bisa loading terus,negatif,0,1,121,22,2026-04-23 04:10:23,1,,
gabisa siaran lansung harus 1k folowers sedih,negatif,0,1,45,7,2026-03-10 09:00:46,0,271.1.0.21.84,271.1.0.21.84
instagram sekarang konyol anying fitur pembruan ga guna banget dikit dikin akun di ban dikit dikit ke ban konyol banget meta ai,negatif,0,1,127,22,2026-05-22 04:58:03,0,430.0.0.53.80,430.0.0.53.80
kenapa gak ada efek baru bari yang lagi trend harus ny ada donggg,netral,1,4,65,13,2026-05-05 12:42:30,0,,
aplikasi ini sangatlah bagus tapi kalau saya memposting tiba tiba terhapus oleh pihak instagram ny,netral,1,4,98,15,2026-01-26 18:29:42,0,413.0.0.41.84,413.0.0.41.84
bagus banget appknya,positif,2,5,20,3,2026-02-24 16:11:04,0,417.0.0.54.77,417.0.0.54.77
gk bsa login,negatif,0,1,12,3,2026-01-17 15:09:03,0,278.0.0.22.117,278.0.0.22.117
untuk saat ini 3 dulu saya mau lihat seberapa besar perubahan kenaikan akunku setelah kurapikan sedikit demi sedikit,netral,1,3,116,18,2025-12-23 08:19:49,0,409.0.0.48.170,409.0.0.48.170
tolong dong keamanan akun ig diperketat lagi gua hampir gabisa login lagi dan akun tiba tiba berubah pp bio sama privasi akun tolong ya soalnya ini tuh banyak asetnya kan gak lucu kalau tetiba gabisa login ke akun sendiri dan berakhir bikin akun baru terus kejadian kek gitu lagi,netral,1,2,279,49,2026-01-18 12:20:56,52,412.0.0.35.87,412.0.0.35.87
semakin banyak bug dan sulit digunakan,negatif,0,1,38,6,2026-04-24 20:52:01,1,409.0.0.48.170,409.0.0.48.170
akum saya di hack alhasil 2 akum hilang,negatif,0,1,39,8,2025-12-23 00:04:27,0,410.1.0.63.71,410.1.0.63.71
apknya bagus deh pokoknya siapa juga yang tahu ya kan,positif,2,5,53,10,2026-01-10 14:51:10,0,,
cukup baik,netral,1,4,10,2,2026-05-21 02:43:05,0,,
mohob rekomdasikan konten yg bangak anak perrmpuan lah,netral,1,4,54,8,2026-04-04 03:08:20,0,,
aplikasi rusak tiba tiba akun dinonaktifkan mau dinonaktifkan tidak bisa lebih lebih hapus akun tambah dipersulit,negatif,0,1,113,16,2026-04-03 09:22:40,9,423.0.0.47.66,423.0.0.47.66
